log(T),H0+,H1+,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.7,12.294,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.8,8.285,10.222,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.9,5.2,6.382,11.932,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6,2.983,3.587,7.785,12.827,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.1,1.478,1.66,4.804,8.646,13.087,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.2,0.727,0.594,2.921,5.819,9.204,13.075,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.3,0.623,0.24,1.923,4.079,6.625,9.57,13.016,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.4,0.741,0.144,1.308,2.873,4.752,6.957,9.581,12.501,15,15,15,15,,,,,,,,,,,,,,,,,
6.5,0.931,0.142,0.874,1.955,3.296,4.906,6.867,9.054,11.535,14.066,15,15,,,,,,,,,,,,,,,,,
6.6,1.186,0.218,0.581,1.257,2.153,3.275,4.694,6.281,8.122,9.971,15,15,,,,,,,,,,,,,,,,,
6.7,1.549,0.412,0.451,0.777,1.296,2.008,2.977,4.067,5.381,6.665,14.783,15,,,,,,,,,,,,,,,,,
6.8,2.099,0.796,0.546,0.566,0.758,1.117,1.704,2.375,3.25,4.061,10.514,15,,,,,,,,,,,,,,,,,
6.9,2.943,1.479,0.967,0.712,0.614,0.665,0.921,1.233,1.733,2.151,7.257,13.101,,,,,,,,,,,,,,,,,
7,4.197,2.575,1.823,1.319,0.96,0.735,0.699,0.699,0.877,0.965,4.98,9.679,,,,,,,,,,,,,,,,,
7.1,5.837,4.059,3.085,2.354,1.757,1.283,0.985,0.71,0.605,0.423,3.551,7.317,,,,,,,,,,,,,,,,,
7.2,7.599,5.667,4.487,3.545,2.73,2.028,1.493,0.972,0.62,0.217,2.624,5.624,,,,,,,,,,,,,,,,,
7.3,9.308,7.225,5.851,4.713,3.695,2.784,2.031,1.29,0.718,0.134,1.951,4.32,,,,,,,,,,,,,,,,,
7.4,10.928,8.695,7.14,5.817,4.61,3.503,2.548,1.608,0.84,0.102,1.433,3.277,,,,,,,,,,,,,,,,,
7.5,12.471,10.091,8.365,6.868,5.481,4.191,3.048,1.925,0.979,0.105,1.03,2.434,,,,,,,,,,,,,,,,,
7.6,13.963,11.439,9.552,7.889,6.333,4.869,3.549,2.256,1.146,0.145,0.725,1.756,,,,,,,,,,,,,,,,,
7.7,15,12.767,10.726,8.905,7.187,5.56,4.072,2.619,1.356,0.231,0.514,1.226,,,,,,,,,,,,,,,,,
7.8,15,14.096,11.908,9.935,8.064,6.28,4.632,3.029,1.62,0.372,0.395,0.831,,,,,,,,,,,,,,,,,
7.9,15,15,13.107,10.988,8.969,7.035,5.235,3.488,1.938,0.568,0.359,0.552,,,,,,,,,,,,,,,,,
8,15,15,14.318,12.058,9.896,7.818,5.872,3.985,2.299,0.807,0.388,0.367,,,,,,,,,,,,,,,,,
8.1,15,15,15,13.131,10.831,8.613,6.526,4.504,2.686,1.072,0.461,0.246,,,,,,,,,,,,,,,,,
8.2,15,15,15,14.196,11.762,9.409,7.185,5.031,3.084,1.348,0.56,0.168,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,12.682,10.197,7.84,5.558,3.483,1.627,0.672,0.117,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,13.587,10.973,8.487,6.078,3.878,1.902,0.791,0.083,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,14.476,11.736,9.124,6.592,4.268,2.174,0.913,0.06,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,12.488,9.752,7.098,4.652,2.441,1.036,0.044,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,13.229,10.371,7.598,5.033,2.706,1.16,0.032,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,13.963,10.985,8.093,5.411,2.969,1.286,0.024,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,14.69,11.595,8.587,5.787,3.233,1.413,0.017,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,12.203,9.08,6.165,3.498,1.542,0.013,,,,,,,,,,,,,,,,,
log(T),Mn0+,Mn1+,Mn2+,Mn3+,Mn4+,Mn5+,Mn6+,Mn7+,Mn8+,Mn9+,Mn10+,Mn11+,Mn12+,,,,,,,,,,,,,,,,
4,1.767,0.008,4.065,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.1,2.611,0.003,2.314,12.339,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.2,3.11,0.052,0.953,8.212,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.3,3.591,0.415,0.211,5.152,14.884,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.4,4.2,0.987,0.048,3.176,10.057,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.5,4.607,1.345,0.026,1.876,6.516,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.6,4.934,1.597,0.051,1.071,4.079,10.443,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.7,5.321,1.887,0.148,0.565,2.47,6.819,13.2,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.8,5.841,2.293,0.364,0.282,1.389,4.247,8.631,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.9,6.534,2.857,0.736,0.217,0.689,2.516,5.445,10.337,15,15,15,15,15,,,,,,,,,,,,,,,,
5,7.415,3.601,1.283,0.373,0.316,1.393,3.343,6.684,15,15,15,15,15,,,,,,,,,,,,,,,,
5.1,8.471,4.512,1.996,0.732,0.224,0.706,1.951,4.231,11.427,15,15,15,15,,,,,,,,,,,,,,,,
5.2,9.686,5.576,2.86,1.276,0.377,0.364,1.045,2.575,8.123,14.353,15,15,15,,,,,,,,,,,,,,,,
5.3,11.052,6.79,3.874,1.999,0.754,0.317,0.525,1.473,5.679,10.391,15,15,15,,,,,,,,,,,,,,,,
5.4,12.548,8.13,5.018,2.875,1.322,0.517,0.317,0.784,3.898,7.38,11.483,15,15,,,,,,,,,,,,,,,,
5.5,14.127,9.553,6.247,3.856,2.025,0.894,0.338,0.396,2.625,5.118,8.211,11.92,15,,,,,,,,,,,,,,,,
5.6,15,10.999,7.505,4.883,2.798,1.373,0.503,0.206,1.719,3.429,5.681,8.484,12.419,,,,,,,,,,,,,,,,
5.7,15,12.433,8.756,5.918,3.598,1.908,0.754,0.142,1.077,2.171,3.716,5.766,8.767,,,,,,,,,,,,,,,,
5.8,15,13.874,10.021,6.978,4.44,2.504,1.092,0.198,0.656,1.261,2.207,3.627,5.849,,,,,,,,,,,,,,,,
5.9,15,15,11.381,8.144,5.401,3.238,1.588,0.435,0.494,0.697,1.129,2.016,3.584,,,,,,,,,,,,,,,,
6,15,15,12.976,9.554,6.617,4.241,2.369,0.976,0.691,0.553,0.54,0.971,1.98,,,,,,,,,,,,,,,,
6.1,15,15,14.877,11.28,8.159,5.58,3.501,1.883,1.295,0.858,0.455,0.487,1.015,,,,,,,,,,,,,,,,
6.2,15,15,15,13.307,10.01,7.24,4.963,3.134,2.273,1.569,0.819,0.499,0.603,,,,,,,,,,,,,,,,
6.3,15,15,15,15,12.308,9.357,6.892,4.861,3.752,2.803,1.743,1.105,0.836,,,,,,,,,,,,,,,,
6.4,15,15,15,15,14.87,11.745,9.101,6.879,5.54,4.363,3.022,2.097,1.494,,,,,,,,,,,,,,,,
6.5,15,15,15,15,15,14.064,11.248,8.844,7.292,5.902,4.304,3.117,2.214,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,15,13.272,10.694,8.941,7.351,5.518,4.089,2.916,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,15,15,12.471,10.529,8.749,6.698,5.046,3.629,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,15,14.254,12.133,10.174,7.921,6.062,4.422,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,15,13.867,11.737,9.295,7.245,5.398,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,15,13.58,10.962,8.731,6.693,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,15,13.024,10.623,8.407,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,15,15,12.781,10.397,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,15,14.954,12.411,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,15,15,14.344,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
log(T),Mn13+,Mn14+,Mn15+,Mn16+,Mn17+,Mn18+,Mn19+,Mn20+,Mn21+,Mn22+,Mn23+,Mn24+,Mn25+,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.7,12.102,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.8,8.346,11.474,14.014,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
5.9,5.376,7.676,9.365,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
6,3.17,4.756,5.772,10.716,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
6.1,1.681,2.649,3.167,6.915,11.36,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
6.2,0.813,1.253,1.408,4.224,7.614,11.506,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
6.3,0.646,0.644,0.522,2.609,5.168,8.133,11.544,15,15,15,15,15,15,,,,,,,,,,,,,,,,
6.4,0.958,0.592,0.24,1.745,3.648,5.876,8.465,11.443,14.765,15,15,15,15,,,,,,,,,,,,,,,,
6.5,1.377,0.714,0.161,1.189,2.561,4.2,6.13,8.387,10.913,13.744,15,15,15,,,,,,,,,,,,,,,,
6.6,1.817,0.906,0.168,0.794,1.727,2.882,4.277,5.95,7.825,9.963,12.136,15,15,,,,,,,,,,,,,,,,
6.7,2.298,1.175,0.264,0.541,1.1,1.85,2.8,3.991,5.33,6.9,8.465,15,15,,,,,,,,,,,,,,,,
6.8,2.883,1.572,0.494,0.463,0.696,1.097,1.669,2.454,3.345,4.442,5.502,12.597,15,,,,,,,,,,,,,,,,
6.9,3.671,2.188,0.947,0.64,0.583,0.678,0.921,1.358,1.867,2.565,3.202,8.842,15,,,,,,,,,,,,,,,,
7,4.791,3.148,1.748,1.19,0.872,0.693,0.645,0.775,0.954,1.309,1.593,6.054,11.205,,,,,,,,,,,,,,,,
7.1,6.341,4.546,2.991,2.201,1.645,1.218,0.908,0.766,0.655,0.712,0.701,4.205,8.353,,,,,,,,,,,,,,,,
7.2,8.176,6.234,4.526,3.522,2.746,2.092,1.545,1.156,0.789,0.585,0.33,3.055,6.383,,,,,,,,,,,,,,,,
7.3,10.04,7.955,6.097,4.894,3.914,3.05,2.285,1.67,1.073,0.639,0.185,2.274,4.926,,,,,,,,,,,,,,,,
7.4,11.83,9.605,7.599,6.209,5.039,3.979,3.012,2.189,1.385,0.746,0.124,1.69,3.782,,,,,,,,,,,,,,,,
7.5,13.535,11.173,9.021,7.455,6.106,4.863,3.706,2.691,1.697,0.872,0.106,1.236,2.86,,,,,,,,,,,,,,,,
7.6,15,12.678,10.384,8.652,7.133,5.715,4.381,3.184,2.015,1.021,0.121,0.885,2.113,,,,,,,,,,,,,,,,
7.7,15,14.145,11.711,9.822,8.141,6.559,5.056,3.688,2.355,1.203,0.177,0.626,1.517,,,,,,,,,,,,,,,,
7.8,15,15,13.027,10.989,9.153,7.414,5.751,4.221,2.733,1.432,0.281,0.456,1.056,,,,,,,,,,,,,,,,
7.9,15,15,14.348,12.166,10.183,8.293,6.478,4.792,3.158,1.713,0.44,0.371,0.718,,,,,,,,,,,,,,,,
8,15,15,15,13.359,11.232,9.197,7.235,5.402,3.625,2.043,0.647,0.361,0.483,,,,,,,,,,,,,,,,
8.1,15,15,15,14.557,12.291,10.117,8.014,6.037,4.124,2.407,0.889,0.404,0.325,,,,,,,,,,,,,,,,
8.2,15,15,15,15,13.349,11.039,8.799,6.684,4.638,2.791,1.15,0.484,0.222,,,,,,,,,,,,,,,,
8.3,15,15,15,15,14.397,11.955,9.582,7.333,5.157,3.182,1.42,0.584,0.155,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,12.859,10.357,7.977,5.674,3.573,1.691,0.695,0.109,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,13.749,11.12,8.613,6.186,3.961,1.96,0.813,0.078,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,14.626,11.873,9.241,6.691,4.344,2.226,0.933,0.057,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,12.615,9.861,7.19,4.724,2.49,1.056,0.042,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,13.349,10.474,7.686,5.101,2.753,1.18,0.03,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,14.076,11.084,8.178,5.477,3.015,1.307,0.022,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,14.8,11.691,8.67,5.854,3.28,1.435,0.016,,,,,,,,,,,,,,,,
log(T),Fe0+,Fe1+,Fe2+,Fe3+,Fe4+,Fe5+,Fe6+,Fe7+,Fe8+,Fe9+,Fe10+,Fe11+,Fe12+,Fe13+,Fe14+,Fe15+,Fe16+,Fe17+,Fe18+,Fe19+,Fe20+,Fe21+,Fe22+,Fe23+,Fe24+,Fe25+,Fe26+,,
4,0.901,0.058,4.016,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.1,1.416,0.02,2.172,10.829,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.2,1.932,0.085,0.781,6.792,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.3,2.825,0.587,0.131,4.017,14.447,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.4,3.877,1.291,0.026,2.2,9.715,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.5,4.692,1.794,0.07,0.879,5.95,14.727,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.6,5.58,2.399,0.412,0.216,3.337,9.594,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.7,6.502,3.061,0.881,0.072,1.699,5.924,13.063,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.8,7.319,3.639,1.291,0.12,0.723,3.326,8.332,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4.9,8.194,4.29,1.787,0.347,0.29,1.671,5.119,10.228,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5,9.169,5.056,2.405,0.726,0.197,0.764,3.114,6.561,13.158,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.1,10.239,5.927,3.132,1.227,0.319,0.349,1.88,4.149,9.077,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.2,11.367,6.865,3.926,1.804,0.575,0.2,1.075,2.526,6.144,13.002,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.3,12.564,7.879,4.795,2.464,0.953,0.239,0.57,1.405,4,9.299,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.4,13.89,9.028,5.795,3.263,1.5,0.489,0.357,0.696,2.489,6.546,11.387,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.5,15,10.326,6.942,4.214,2.222,0.945,0.412,0.336,1.49,4.547,8.251,12.743,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.6,15,11.714,8.176,5.259,3.053,1.534,0.65,0.218,0.852,3.093,5.872,9.319,13.388,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.7,15,13.149,9.456,6.355,3.949,2.205,1.008,0.266,0.464,2.029,4.047,6.635,9.722,13.346,15,15,15,15,15,15,15,15,15,15,15,15,15,,
5.8,15,14.619,10.768,7.49,4.892,2.938,1.459,0.44,0.265,1.26,2.644,4.517,6.79,9.531,12.579,15,15,15,15,15,15,15,15,15,15,15,15,,
5.9,15,15,12.12,8.67,5.889,3.736,1.999,0.729,0.228,0.736,1.583,2.854,4.445,6.447,8.713,11.489,13.683,15,15,15,15,15,15,15,15,15,15,,
6,15,15,13.563,9.946,6.988,4.646,2.672,1.171,0.377,0.465,0.851,1.607,2.618,3.994,5.597,7.595,9.022,14.711,15,15,15,15,15,15,15,15,15,,
6.1,15,15,15,11.421,8.292,5.768,3.575,1.859,0.8,0.517,0.502,0.814,1.324,2.161,3.191,4.516,5.355,9.701,14.791,15,15,15,15,15,15,15,15,,
6.2,15,15,15,13.23,9.935,7.236,4.841,2.921,1.618,1.005,0.637,0.561,0.632,0.998,1.528,2.276,2.684,5.984,9.901,14.395,15,15,15,15,15,15,15,,
6.3,15,15,15,15,12.089,9.222,6.638,4.525,2.995,2.087,1.403,0.983,0.664,0.617,0.71,0.974,1.058,3.542,6.535,9.992,13.851,15,15,15,15,15,15,,
6.4,15,15,15,15,14.785,11.755,8.994,6.698,4.955,3.777,2.809,2.081,1.414,1.001,0.714,0.582,0.408,2.247,4.511,7.146,10.104,13.495,15,15,15,15,15,,
6.5,15,15,15,15,15,14.395,11.469,8.996,7.052,5.628,4.4,3.394,2.413,1.678,1.061,0.608,0.214,1.53,3.209,5.189,7.426,10.029,12.901,15,15,15,15,,
6.6,15,15,15,15,15,15,13.811,11.169,9.037,7.385,5.918,4.657,3.394,2.372,1.47,0.751,0.163,1.043,2.242,3.689,5.343,7.308,9.477,11.93,14.428,15,15,,
6.7,15,15,15,15,15,15,15,13.21,10.899,9.036,7.348,5.854,4.334,3.055,1.903,0.961,0.193,0.699,1.494,2.499,3.672,5.114,6.705,8.543,10.391,15,15,,
6.8,15,15,15,15,15,15,15,15,12.696,10.636,8.743,7.033,5.279,3.77,2.397,1.259,0.32,0.5,0.945,1.574,2.341,3.346,4.457,5.788,7.095,14.852,15,,
6.9,15,15,15,15,15,15,15,15,14.523,12.278,10.193,8.282,6.313,4.595,3.023,1.707,0.604,0.492,0.63,0.932,1.35,1.981,2.687,3.591,4.448,10.635,15,,
7,15,15,15,15,15,15,15,15,15,14.093,11.828,9.73,7.562,5.652,3.896,2.417,1.153,0.779,0.642,0.653,0.765,1.071,1.428,1.968,2.447,7.365,12.979,,
7.1,15,15,15,15,15,15,15,15,15,15,13.803,11.529,9.177,7.088,5.162,3.527,2.107,1.491,1.105,0.854,0.693,0.713,0.765,0.99,1.152,5.041,9.578,,
7.2,15,15,15,15,15,15,15,15,15,15,15,13.702,11.177,8.92,6.834,5.05,3.476,2.638,2.023,1.535,1.126,0.888,0.671,0.621,0.521,3.572,7.23,,
7.3,15,15,15,15,15,15,15,15,15,15,15,15,13.329,10.912,8.674,6.746,5.019,3.975,3.149,2.442,1.807,1.335,0.878,0.585,0.269,2.635,5.571,,
7.4,15,15,15,15,15,15,15,15,15,15,15,15,15,12.874,10.489,8.419,6.543,5.306,4.283,3.373,2.531,1.844,1.17,0.661,0.164,1.968,4.308,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,15,14.753,12.225,10.017,7.995,6.576,5.369,4.269,3.233,2.346,1.476,0.774,0.12,1.459,3.301,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.889,11.544,9.378,7.789,6.407,5.129,3.91,2.838,1.787,0.909,0.114,1.062,2.486,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.021,10.714,8.964,7.417,5.969,4.579,3.331,2.112,1.071,0.144,0.759,1.827,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.471,12.026,10.124,8.418,6.81,5.256,3.843,2.465,1.272,0.217,0.543,1.305,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.333,11.285,9.428,7.666,5.957,4.386,2.859,1.52,0.339,0.412,0.909,,
8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.645,12.458,10.456,8.546,6.689,4.967,3.296,1.817,0.512,0.359,0.621,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.641,11.498,9.447,7.446,5.579,3.769,2.155,0.727,0.369,0.423,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.825,12.545,10.356,8.218,6.211,4.267,2.52,0.97,0.424,0.289,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.588,11.265,8.992,6.85,4.775,2.9,1.228,0.509,0.201,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.62,12.167,9.763,7.489,5.286,3.284,1.492,0.61,0.141,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.057,10.525,8.123,5.795,3.668,1.757,0.721,0.101,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.934,11.277,8.749,6.298,4.049,2.021,0.838,0.073,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.798,12.019,9.369,6.797,4.427,2.283,0.958,0.053,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12.753,9.982,7.291,4.803,2.544,1.081,0.039,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.481,10.591,7.783,5.177,2.806,1.206,0.029,,
9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.205,11.198,8.274,5.553,3.07,1.334,0.021,,
log(T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
